,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,TRACTCE,STATEFP,index,GEOID
20,"Census Tract 4409, Baltimore County, Maryland",18.6,35.7,6.6,58.0,0.0,0.0,10.0,8.7,92.8,0.6,76.5,25.1,4.3,5.5,39.1,17.3,5.0,5.9,7.6,0.0,2.1,7.8,23.9,0.7,26.8,2.3,8.9,0.0,67.7,67.7,7.6,4.2,14.1,10.4,98.4,0.0,2.9,1.6,3.5,0.3,0.8,46.5,3.08,3.8,28.5,0.0,7.8,24.7,0.0,8.6,14.5,1.6,0.3,38.2,low,100.00789587167387,89.46389556057991,95.50279227722734,106.81436168747074,93.93446432721358,104.35205209826744,100.0,101.019446586139,100.61804697156984,005,440900,24,836,24005440900
21,"Census Tract 4411.02, Baltimore County, Maryland",11.9,34.3,5.4,0.0,10.1,0.0,7.6,7.2,86.9,0.0,87.1,16.6,12.1,8.0,33.0,17.4,17.6,11.0,11.7,0.0,5.3,7.0,18.9,5.0,45.3,2.1,8.2,7.6,69.9,69.9,3.7,5.2,0.0,36.5,96.3,0.5,7.9,4.9,0.0,0.4,0.6,85.6,2.56,3.3,26.8,1.0,10.0,30.8,3.6,5.9,27.6,3.7,0.0,70.4,low,102.06082250687851,87.05338459134848,101.03973691737973,93.53834283982256,81.44317917731814,130.52025368745902,100.0,102.90413775379083,102.73314105205328,005,441102,24,1110,24005441102
22,"Census Tract 4906.03, Baltimore County, Maryland",6.0,39.8,3.1,0.0,0.0,0.0,3.1,4.8,87.0,1.0,85.3,16.1,13.6,2.3,75.3,5.7,8.6,11.6,12.2,0.0,7.0,4.0,15.3,21.7,30.9,1.9,0.0,31.5,91.1,91.1,1.1,1.1,0.0,20.0,93.5,0.0,7.7,11.3,0.0,1.9,8.6,75.7,2.54,8.1,22.6,0.7,0.6,0.0,20.4,7.5,22.8,0.8,0.0,89.3,low,154.33635198581172,139.546829604337,145.93502412166612,129.91099721694084,114.83654814470523,60.72947294243434,100.0,88.5804848796368,94.57492102733141,005,490603,24,1371,24005490603
23,"Census Tract 4907.03, Baltimore County, Maryland",5.6,49.8,6.6,134.0,0.0,42.1,0.0,7.2,81.9,0.4,84.4,13.4,21.3,4.0,69.2,7.7,2.6,16.7,17.1,0.0,4.3,0.7,13.0,13.9,23.7,3.6,5.6,26.4,90.0,90.0,1.8,5.4,46.5,35.1,95.4,0.0,6.1,39.5,0.7,4.3,7.8,45.0,2.7,9.7,17.3,3.1,8.4,5.0,26.5,4.1,21.4,1.3,0.3,73.8,low,156.25322667832825,150.59689035787517,130.28502536950398,140.7621724394478,141.90099930281195,85.93541175612957,100.0,84.05722607727238,95.4813899189672,005,490703,24,169,24005490703
24,"Census Tract 4501, Baltimore County, Maryland",9.7,38.5,6.9,55.0,34.8,29.9,12.5,9.0,90.8,0.7,95.8,2.9,29.9,5.4,28.3,14.4,9.9,4.9,16.7,0.0,7.7,14.8,3.8,0.7,50.1,3.3,9.2,0.0,70.4,70.4,4.4,4.4,41.5,44.0,92.6,3.1,0.0,15.0,0.0,1.3,5.3,74.9,2.94,0.0,21.7,4.4,17.4,30.1,0.9,3.0,26.6,1.2,0.0,94.3,low,98.5429079888,96.39085126999584,94.72567724001298,72.9271720261222,58.209388798512656,102.8017398488567,100.0,98.75781718495678,100.92020326878176,005,450100,24,838,24005450100
25,"Census Tract 4002, Baltimore County, Maryland",14.5,41.0,10.2,63.0,50.0,0.0,4.0,6.1,81.1,0.4,79.7,14.5,13.3,3.9,57.2,13.0,9.3,10.0,13.0,0.0,5.6,5.0,17.7,4.4,12.5,3.1,4.8,4.2,82.8,82.8,11.5,5.0,0.0,0.0,92.3,0.0,0.0,0.9,0.0,2.6,0.0,58.8,2.65,11.3,25.6,0.0,1.4,34.3,3.2,3.3,12.8,0.5,0.3,74.7,low,111.10827669563845,107.35563040801607,125.52941921785525,89.90107740211072,94.51739096754204,65.27349160450028,100.0,87.07273194551533,85.51023211097377,005,400200,24,199,24005400200
26,"Census Tract 4911, Baltimore County, Maryland",11.8,20.7,3.1,0.0,0.0,0.0,0.5,7.5,90.9,0.0,79.2,19.7,11.4,4.4,62.0,12.0,5.4,10.7,12.3,0.0,4.1,6.9,10.1,14.8,17.3,0.7,6.3,16.4,79.3,79.3,3.0,4.2,24.3,29.6,93.7,0.0,15.2,4.9,0.0,0.0,1.8,70.0,2.87,4.2,34.1,0.0,2.3,8.9,7.7,6.2,10.8,0.5,1.1,64.9,low,136.42122653255834,125.17774761013149,134.38177312003626,119.90851726323329,89.02122550158803,103.14922362889703,100.0,105.9196436220338,95.78354621617909,005,491100,24,1392,24005491100
27,"Census Tract 4001, Baltimore County, Maryland",4.2,60.4,4.3,0.0,21.8,0.0,4.2,4.5,87.8,0.8,89.7,12.3,13.9,4.5,52.0,14.5,5.9,12.6,4.2,0.0,3.2,17.6,13.6,4.6,70.9,0.0,4.0,11.5,72.7,72.7,2.4,8.4,0.0,100.0,94.2,0.0,0.0,62.6,1.4,12.0,4.9,50.9,2.23,4.7,36.9,0.0,10.1,9.4,1.7,9.3,49.6,0.0,0.0,72.0,low,99.87184392898577,100.67581733948884,85.18912422898019,106.87498277809924,171.04733131923462,121.9400772726168,100.0,73.50295553842201,96.08570251339106,005,400100,24,1363,24005400100
28,"Census Tract 4204.02, Baltimore County, Maryland",12.6,28.6,4.1,10.0,0.0,15.8,12.1,5.4,93.1,0.0,95.8,4.0,20.8,8.7,34.2,13.4,10.8,5.8,10.1,0.0,6.8,5.8,10.8,1.4,30.2,2.5,16.4,1.9,67.2,67.2,5.8,5.2,0.0,0.0,90.4,0.0,8.0,0.0,0.0,0.7,0.0,82.6,2.53,0.4,25.4,6.5,33.4,27.7,0.0,4.4,18.4,1.2,0.4,88.4,low,101.08416391829596,87.91838383445896,95.11212303297556,82.38406216417296,116.41877759702531,51.10684518747115,100.0,99.51169365201751,94.87707732454334,005,420402,24,1004,24005420402
29,"Census Tract 4038.02, Baltimore County, Maryland",5.5,17.6,1.4,0.0,,,0.9,1.7,93.4,0.0,94.1,6.4,3.3,2.4,71.1,4.5,2.7,17.8,21.5,0.0,4.6,0.0,11.1,39.7,39.4,0.0,0.9,45.2,91.4,91.4,2.3,3.4,0.0,0.0,92.5,3.2,0.0,0.0,2.7,0.0,0.0,93.2,2.7,1.0,32.9,0.0,2.7,0.0,44.6,4.8,32.5,0.4,0.0,92.7,low,207.0127487958796,216.21152107269455,142.5414810107871,198.53407180843737,208.85428770625145,76.0722183072923,100.0,100.26557011907828,89.74042027194065,005,403802,24,1114,24005403802
30,"Census Tract 4036.02, Baltimore County, Maryland",15.6,37.0,3.5,0.0,0.0,0.0,0.7,10.1,85.1,0.0,75.7,32.2,1.9,7.1,61.7,8.4,7.6,11.7,13.6,0.0,4.2,6.4,20.6,12.8,16.9,0.0,3.9,19.0,89.0,89.0,0.7,5.6,33.3,0.0,93.7,0.0,4.3,0.0,0.7,0.9,0.0,56.2,2.89,2.9,31.7,0.6,0.8,7.1,23.4,9.1,11.0,0.4,3.5,65.1,low,128.17064800811454,143.28355671692898,135.2222399265887,118.15050563500591,122.99752110930358,154.14915073020194,100.0,98.00394071789604,102.43098475484136,005,403602,24,205,24005403602
31,"Census Tract 4916, Baltimore County, Maryland",19.6,43.5,9.9,90.0,0.0,0.0,8.0,12.3,86.7,0.2,94.0,7.8,15.0,1.6,28.9,21.6,17.3,8.3,9.0,0.0,2.2,10.9,13.5,1.9,26.8,4.6,20.3,3.4,66.8,66.8,6.5,8.1,0.0,32.0,93.0,0.0,12.1,1.1,0.0,0.6,2.2,58.4,2.47,4.6,26.8,4.8,33.9,48.5,0.6,6.8,20.8,0.0,0.3,68.1,low,89.03141949551454,90.38458891994699,92.43656664126198,76.38257419194842,117.0017042373538,88.50144582411976,100.0,103.28107598732123,108.77626699629171,005,491600,24,171,24005491600
32,"Census Tract 4309, Baltimore County, Maryland",11.9,50.8,13.5,0.0,17.2,0.0,16.1,7.7,67.1,10.4,65.4,32.1,12.8,5.1,38.0,20.4,17.5,4.0,10.8,0.0,2.7,9.6,5.2,0.8,19.9,6.1,22.9,1.6,59.4,59.4,6.6,17.6,41.5,0.0,84.9,8.9,15.1,2.6,0.0,0.0,2.2,31.5,2.77,6.8,16.6,0.5,3.8,13.9,0.0,10.0,12.9,3.8,4.8,50.6,low,65.21018203021082,64.64868588599381,75.37593515850422,88.38555013639746,80.11077542799597,129.6916385196705,100.0,98.38087895142641,107.56764180744402,005,430900,24,213,24005430900
33,"Census Tract 4523, Baltimore County, Maryland",20.8,31.6,8.2,0.0,0.0,0.0,18.8,3.9,83.2,0.0,75.9,27.4,9.6,6.8,11.6,23.9,21.8,1.3,12.4,0.0,1.1,13.8,10.4,6.4,35.2,7.6,26.4,9.4,42.3,42.3,24.4,11.9,0.0,9.7,87.6,2.1,0.0,1.4,0.0,1.4,0.0,57.1,2.41,1.4,34.9,52.9,31.0,10.6,0.0,3.0,15.1,1.1,0.0,85.4,low,73.60167149529589,67.27153067345358,47.91927832735971,66.25885205698383,97.43202416918429,81.63195878793769,100.0,110.06596419086785,104.5460788353248,005,452300,24,259,24005452300
34,"Census Tract 4024.04, Baltimore County, Maryland",30.5,35.5,6.5,20.0,0.0,59.2,7.7,3.9,86.4,0.8,85.5,17.3,2.0,3.9,26.1,25.9,17.2,7.5,9.4,0.0,9.6,10.5,17.3,3.0,30.1,4.0,26.6,3.4,57.9,57.9,5.0,12.3,0.0,26.6,93.4,0.0,6.1,8.1,0.0,3.8,0.2,42.8,2.48,5.4,26.7,1.9,27.9,24.2,0.0,4.9,18.9,0.5,0.0,11.3,low,87.4255206719994,72.27877981314948,103.19158534923143,84.26331597365738,93.01843674955455,143.48407163511774,100.0,92.72680544847086,90.94904546078834,005,402404,24,1223,24005402404
35,"Census Tract 4211.02, Baltimore County, Maryland",17.7,34.7,9.3,0.0,7.2,0.0,9.0,6.9,94.6,0.9,92.1,2.9,16.4,5.7,34.0,16.5,12.1,5.3,7.2,0.0,5.1,9.0,16.9,1.3,41.0,0.9,12.3,1.1,62.8,62.8,4.0,12.7,15.6,39.1,91.5,4.8,0.0,4.6,3.6,0.7,0.0,77.3,2.61,2.5,25.7,15.7,35.1,29.2,0.0,4.5,22.3,0.8,0.3,89.7,low,90.41137491420832,95.04897115643813,91.44616731394258,76.44319528257695,108.25780463242698,69.41656744344277,100.0,99.88863188554787,95.17923362175526,005,421102,24,1008,24005421102
36,"Census Tract 4308, Baltimore County, Maryland",11.9,37.7,6.9,78.0,0.0,0.0,4.5,7.0,84.0,1.6,88.9,12.3,21.0,5.3,46.8,10.7,4.3,13.2,11.6,0.0,4.1,3.3,9.1,4.5,31.7,1.2,3.0,6.1,82.6,82.6,3.6,1.7,0.0,0.0,94.2,0.0,0.0,1.5,0.0,0.0,0.4,79.6,2.56,3.4,23.8,0.5,2.7,31.7,0.5,7.1,19.1,2.6,5.7,90.4,low,116.8467532783052,101.54255702373234,114.70260183796921,99.23672535890442,92.3522348748935,92.91181687847788,100.0,94.23455838259234,94.57492102733141,005,430800,24,1340,24005430800
37,"Census Tract 4518.02, Baltimore County, Maryland",8.6,37.2,5.5,0.0,0.0,11.3,8.3,8.8,88.4,0.0,93.3,5.5,23.3,6.5,37.6,9.8,14.5,7.0,13.5,0.0,4.8,10.1,15.9,11.7,39.4,4.5,9.0,15.3,69.9,69.9,4.1,6.4,52.6,57.0,95.3,0.0,0.0,0.0,1.5,0.5,2.0,79.5,2.27,5.1,35.6,13.7,3.5,1.3,27.2,4.0,33.2,0.9,0.7,93.5,low,103.1735330381492,99.20514458208771,107.95563840345864,141.73210988950433,77.27941746068635,104.56588827059996,100.0,86.69579371198496,86.41670100260954,005,451802,24,1255,24005451802
38,"Census Tract 4034.02, Baltimore County, Maryland",19.3,40.9,12.9,0.0,0.0,0.0,3.7,5.7,85.0,0.0,87.9,20.6,5.0,8.7,36.1,23.7,13.6,6.3,12.2,0.0,8.7,7.4,8.9,4.4,38.4,4.5,21.3,6.7,65.4,65.4,2.7,13.7,22.9,5.9,98.1,3.1,0.0,34.6,0.0,0.8,0.0,59.0,2.7,2.5,21.9,18.6,19.0,20.4,1.2,5.8,25.3,0.2,0.6,51.3,low,80.89988642092284,91.51239477414335,87.16992288361897,84.0814527017718,78.86164691300642,150.2733701066751,100.0,97.62700248436565,94.27276473011948,005,403402,24,455,24005403402
39,"Census Tract 4925, Baltimore County, Maryland",0.0,25.0,5.1,0.0,0.0,0.0,8.0,1.9,73.2,0.7,89.9,14.1,6.1,7.5,29.8,30.4,8.4,3.3,3.1,0.0,0.0,0.0,50.0,25.0,0.0,0.0,25.0,33.3,84.8,84.8,9.5,0.0,,,100.0,0.0,,0.0,0.0,0.0,0.0,100.0,4.88,0.0,0.0,0.0,0.0,0.0,25.0,0.3,2.5,1.2,1.1,67.0,low,8.80693379007914,,27.277160151353137,121.242181257061,,77.97001433674338,100.0,183.94585796282027,176.15712127455018,005,492500,24,1259,24005492500
40,"Census Tract 4012, Baltimore County, Maryland",18.2,29.5,6.4,56.0,0.0,21.7,6.2,6.3,92.3,0.0,89.7,9.7,4.1,6.8,40.8,18.9,8.3,4.0,9.9,0.0,6.4,6.1,14.3,4.8,25.5,0.9,10.1,5.2,73.6,73.6,5.4,10.7,32.3,51.1,89.1,8.4,13.8,1.1,1.1,0.0,0.0,88.9,2.71,3.0,28.9,2.8,9.8,38.9,2.6,4.9,19.5,0.6,0.0,21.2,low,101.00641995104559,110.1020465159202,113.65518591824551,82.20219889228734,93.68463862421568,81.81906543872866,100.0,102.52719952026048,96.08570251339106,005,401200,24,492,24005401200
41,"Census Tract 4013.02, Baltimore County, Maryland",23.1,48.0,5.7,79.0,0.0,18.2,4.5,10.1,89.9,0.0,89.5,8.3,1.5,5.9,34.2,28.4,4.6,5.4,10.3,0.0,8.5,7.8,9.4,3.4,27.3,1.6,12.2,6.6,77.4,77.4,4.6,1.8,0.0,0.0,93.3,0.0,13.0,12.4,0.0,2.5,0.0,56.4,2.47,2.6,37.7,7.9,36.9,26.6,0.0,5.5,18.5,1.5,0.0,12.3,low,97.73874382755415,102.30835112226072,97.308317703364,87.17312832382687,81.02680300565497,73.3725366315943,100.0,80.28784374196867,88.83395138030491,005,401302,24,1312,24005401302
42,"Census Tract 4210, Baltimore County, Maryland",11.5,56.8,6.9,0.0,43.5,0.0,16.8,4.1,88.2,0.0,94.2,11.5,18.9,9.2,13.0,20.2,11.7,5.7,8.5,0.0,20.0,18.2,8.5,0.0,47.1,2.4,35.4,0.0,52.2,52.2,4.5,11.2,0.0,28.8,90.9,1.4,7.2,30.7,0.0,0.5,6.2,32.9,2.43,9.3,29.9,40.2,27.6,15.4,0.0,3.6,25.6,0.3,0.4,86.1,low,75.70561760900858,72.13606364024191,79.62895060673718,71.47226585103745,66.78673793477418,48.487352076397826,100.0,78.78009080784719,96.08570251339106,005,421000,24,298,24005421000
43,"Census Tract 4301.01, Baltimore County, Maryland",20.1,25.7,8.8,112.0,4.2,14.6,15.5,4.0,80.0,3.3,71.3,41.4,6.6,6.6,19.3,33.0,10.5,6.3,17.4,0.0,6.4,12.1,6.0,6.5,15.1,7.1,19.3,8.1,42.5,42.5,16.7,16.7,11.9,31.7,89.2,0.0,11.0,3.1,1.1,0.8,0.0,21.0,3.23,6.3,20.1,13.7,42.2,26.5,0.0,12.7,7.1,2.6,1.0,49.7,low,59.68550135748255,71.02740263850878,68.01023611012458,79.41362872337494,93.1017119838872,133.21993536315702,100.0,126.27430823267372,113.61076775168246,005,430101,24,212,24005430101
44,"Census Tract 4404, Baltimore County, Maryland",16.5,31.7,4.6,17.0,0.0,45.0,2.9,7.1,93.7,0.0,88.3,18.1,9.7,3.2,38.2,18.4,11.2,7.1,15.3,0.0,1.0,4.9,20.1,2.9,35.4,2.8,6.6,4.2,73.4,73.4,7.2,4.4,21.2,34.5,94.8,0.0,9.3,0.0,0.0,0.0,0.6,77.9,2.86,3.6,37.3,6.8,15.0,32.5,1.0,4.8,22.0,1.4,0.0,62.9,low,105.18029919279896,98.22005490079891,103.45132760351777,94.38703810862198,91.85258346889765,143.3236945058684,100.0,105.54270538850339,104.24392253811291,005,440400,24,816,24005440400
45,"Census Tract 4007.02, Baltimore County, Maryland",15.5,36.2,5.5,0.0,0.0,22.2,2.5,8.1,91.3,0.5,95.7,6.6,17.1,1.9,49.8,12.5,11.5,3.9,5.6,0.9,0.5,7.7,12.7,5.4,19.9,1.0,3.1,4.6,81.7,81.7,6.0,7.7,0.0,60.0,89.9,0.0,11.3,0.0,0.0,0.0,0.0,80.8,3.16,3.4,30.3,1.6,10.3,21.2,0.0,9.8,14.6,4.6,1.4,76.1,low,116.44831544614709,123.1362101611001,117.68435844815042,96.56939737124908,99.43062979316757,53.51250212621195,100.0,115.72003769382341,119.95604999313281,005,400702,24,303,24005400702
46,"Census Tract 4023.07, Baltimore County, Maryland",35.5,35.9,8.2,18.0,16.3,10.8,4.0,9.3,78.5,0.3,76.0,7.6,0.0,3.8,40.9,22.9,13.0,3.6,8.9,0.6,5.0,9.9,11.6,0.8,21.0,7.9,12.3,1.2,71.9,71.9,1.7,8.6,0.0,18.6,90.6,0.0,12.9,5.3,2.8,1.5,2.3,29.4,2.73,7.8,13.7,1.9,11.1,35.0,0.0,7.4,12.5,0.0,0.0,7.6,low,86.23749567245493,73.6311025735053,93.946450477154,90.38604612713895,116.66860330002324,167.35353437173475,100.0,96.87312601730491,94.27276473011948,005,402307,24,993,24005402307
47,"Census Tract 4921.02, Baltimore County, Maryland",11.0,39.5,7.8,89.0,0.0,39.1,8.6,6.1,90.2,0.0,85.9,17.6,11.9,6.3,31.9,7.8,18.1,6.9,7.7,0.0,1.7,3.9,16.8,3.0,27.3,0.5,6.5,4.9,68.8,68.8,8.8,0.8,0.0,0.0,91.0,1.8,20.0,0.0,0.0,0.0,0.0,92.5,2.73,2.5,34.3,2.3,5.9,28.3,0.5,5.2,16.0,0.2,0.0,84.6,low,114.91773109090578,91.06162052069142,114.5399989633347,105.29883442175749,73.53203191571771,57.17444657740627,100.0,100.26557011907828,102.73314105205328,005,492102,24,399,24005492102
48,"Census Tract 4024.03, Baltimore County, Maryland",20.3,38.0,3.0,0.0,25.3,13.3,7.6,8.1,95.2,0.3,91.1,5.0,1.1,5.3,31.5,22.2,9.7,5.1,15.2,0.0,9.6,6.1,19.2,2.1,40.5,3.2,11.3,2.5,76.4,76.4,4.0,6.1,0.0,28.4,94.4,0.0,0.0,0.0,0.0,0.0,0.0,92.6,2.47,0.0,31.0,3.6,25.8,39.4,1.2,0.6,30.5,0.3,0.0,6.5,low,87.01250584598192,81.27163914745908,128.58930967688678,92.68964757102312,74.94771089937255,54.36784681554201,100.0,90.84211428081902,95.4813899189672,005,402403,24,413,24005402403
49,"Census Tract 4025.04, Baltimore County, Maryland",12.3,24.8,2.1,0.0,0.0,32.5,2.8,7.2,91.5,0.4,87.0,12.3,1.7,4.1,45.2,15.7,11.6,5.1,12.5,0.0,2.8,4.3,16.4,9.6,36.6,1.4,9.5,12.8,79.7,79.7,1.1,7.3,0.0,31.8,95.0,5.6,0.0,3.5,3.6,0.0,0.0,88.8,3.07,3.4,32.4,0.0,0.8,11.5,15.7,6.2,24.1,1.0,2.1,11.4,low,107.80901708545154,113.62992069254987,107.54385190276079,125.243173238544,98.01495080951273,122.84888100503002,100.0,113.83534652617158,108.77626699629171,005,402504,24,995,24005402504
50,"Census Tract 4406, Baltimore County, Maryland",5.5,19.2,5.1,0.0,22.6,11.3,6.4,5.6,95.5,0.0,80.5,18.9,16.2,4.1,41.0,20.0,5.7,10.8,10.4,0.0,1.0,1.6,11.8,13.6,35.3,0.5,1.4,15.1,86.1,86.1,1.8,2.6,0.0,0.0,97.9,1.5,0.0,0.0,4.1,0.0,0.0,93.8,2.97,1.0,47.6,0.0,0.0,5.6,7.3,5.6,20.8,0.8,0.4,69.9,low,123.09785414502895,125.39008142835979,109.51198020353195,143.61136369898875,111.5055387713998,60.381989162394,100.0,111.57371712498932,97.89864029666256,005,440600,24,385,24005440600
51,"Census Tract 4906.02, Baltimore County, Maryland",10.7,37.0,4.3,25.0,0.0,0.0,0.0,4.3,85.7,0.3,90.7,11.0,24.7,3.2,68.9,11.7,7.0,11.8,16.9,0.0,4.4,5.2,12.6,10.8,13.9,0.0,0.0,14.4,93.8,93.8,2.5,6.9,5.9,8.7,91.4,0.0,9.1,0.5,0.0,1.8,0.7,59.8,2.72,7.5,29.3,0.0,0.7,0.0,3.8,8.8,10.3,0.0,2.7,90.5,low,133.11953742339486,142.37852732775906,122.21612168147115,119.302306356948,111.58881400573244,78.82535902607344,100.0,89.71129958022793,91.55335805521221,005,490602,24,246,24005490602
52,"Census Tract 4013.01, Baltimore County, Maryland",28.5,34.6,6.9,81.0,8.9,5.7,12.2,6.9,93.5,0.0,85.1,10.9,2.6,13.9,26.7,31.1,6.6,4.0,19.9,0.6,4.0,3.5,11.3,1.7,28.2,7.5,11.1,2.6,56.8,56.8,8.5,8.5,0.0,9.6,92.8,3.2,9.7,0.0,0.0,0.0,0.6,71.0,2.75,0.0,31.5,2.2,31.4,45.2,1.1,4.3,18.9,0.5,0.0,11.8,low,77.59819731175939,85.67495521399736,84.46902578417013,78.98928108897523,116.41877759702531,104.59261779214151,100.0,104.4118906879123,103.0352973492652,005,401301,24,866,24005401301
53,"Census Tract 8602, Calvert County, Maryland",11.3,13.9,3.0,0.0,0.0,0.0,1.6,7.5,88.8,0.0,95.2,3.7,16.2,5.6,47.2,16.1,5.4,4.7,17.0,0.0,1.2,0.0,6.9,28.1,25.3,0.0,2.9,30.9,92.6,92.6,1.8,0.9,0.0,9.2,95.3,1.3,21.5,0.0,4.1,0.0,0.0,95.3,2.96,1.8,30.2,0.5,0.0,1.6,48.1,2.3,17.5,0.9,0.0,82.4,low,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,009,860200,24,470,24009860200
54,"Census Tract 7009.01, Montgomery County, Maryland",11.8,58.1,6.5,0.0,0.0,0.0,4.2,6.7,82.2,2.5,51.7,42.6,5.3,3.7,61.8,10.2,9.0,5.4,27.3,0.0,13.1,4.5,11.8,9.8,24.2,3.1,15.8,19.5,80.8,80.8,4.5,5.8,0.0,0.0,91.8,3.3,9.1,67.9,2.6,9.7,4.9,37.0,2.03,5.0,24.8,0.0,0.9,7.8,19.8,8.9,23.1,0.6,3.9,55.5,low,94.49838187702265,96.0468521229868,106.06905814945458,104.47368421052632,100.0,120.13517319065052,100.0,86.44859813084112,96.81978798586573,031,700901,24,612,24031700901
55,"Census Tract 7035.02, Montgomery County, Maryland",8.7,31.7,4.8,106.0,0.0,0.0,0.3,2.4,88.5,0.0,73.2,27.5,14.8,8.4,65.0,9.2,4.5,4.2,27.0,0.0,4.7,1.2,11.5,18.6,27.2,1.4,13.1,20.4,71.3,71.3,6.0,5.3,0.0,0.0,96.6,2.1,0.0,5.9,0.0,0.0,0.6,75.9,2.28,3.3,23.3,0.0,1.1,0.7,31.1,8.1,23.8,0.0,1.4,63.3,low,105.50161812297732,103.9531478770132,93.93094185054544,95.52631578947368,,79.86482680934948,100.0,113.55140186915888,103.18021201413427,031,703502,24,282,24031703502
56,"Census Tract 1102, Baltimore city, Maryland",1.7,84.6,14.1,0.0,,,6.5,5.2,66.3,3.1,82.1,17.4,12.7,3.7,72.2,8.1,5.5,5.6,15.2,0.4,16.3,9.9,9.7,7.1,20.8,3.8,13.2,29.3,79.7,79.7,3.5,5.2,0.0,,88.1,8.3,4.4,56.3,2.1,18.1,15.1,14.0,2.0,11.7,16.5,2.9,8.8,16.9,21.1,0.4,18.8,3.4,1.4,68.0,high,128.3543298030492,123.33134783219344,107.356627761742,143.93738496452892,102.3057371096587,184.7232796486091,100.0,57.76054987212277,78.59128547430385,510,110200,24,226,24510110200
57,"Census Tract 203, Baltimore city, Maryland",4.7,69.1,17.2,0.0,,,3.4,3.7,71.4,1.8,81.7,12.8,12.2,1.9,77.5,7.3,3.8,7.7,18.9,0.6,6.4,5.1,8.4,27.3,9.5,2.4,5.6,52.2,88.3,88.3,2.6,4.7,0.0,0.0,84.1,0.0,16.2,43.3,3.7,8.1,3.3,37.0,2.13,11.3,17.8,0.0,0.0,5.8,16.6,4.6,11.7,0.5,4.3,88.0,high,205.00208674125042,181.61983443096756,151.37270943854776,154.6148210360787,187.00072621641246,125.5121197332032,100.0,71.60725703324809,76.8251891715105,510,020300,24,768,24510020300
58,"Census Tract 1504, Baltimore city, Maryland",30.4,46.3,9.4,19.0,0.0,21.6,20.3,2.3,89.6,0.3,95.3,5.0,0.0,11.9,20.9,38.4,15.5,8.1,8.7,0.0,13.0,18.0,7.0,0.0,37.6,8.2,37.4,0.0,42.6,42.6,11.3,21.2,100.0,32.0,68.5,0.0,6.5,5.2,0.0,0.0,2.4,32.8,2.69,2.0,10.2,45.8,8.0,8.5,0.0,1.9,17.4,0.5,0.0,3.3,high,57.080045458505175,66.24368305356641,63.66171578834855,80.91277854219905,84.96732026143792,128.9437123800228,100.0,106.81745524296677,108.61492262179071,510,150400,24,142,24510150400
