,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,Countyfp,Tractce,Statefp
3275,"Census Tract 1231.04, Los Angeles County, California",13.9,33.7,5.2,45.0,0.0,8.2,12.2,7.1,92.5,0.0,60.3,62.8,2.1,6.1,29.0,27.8,7.3,6.4,10.4,0.0,3.5,12.9,9.4,4.0,22.3,2.4,9.3,5.2,48.4,48.4,10.1,19.8,32.6,38.0,93.7,0.0,4.4,26.3,0.0,15.7,5.2,24.8,3.29,1.8,29.4,0.0,0.0,0.0,56.7,8.9,13.7,0.0,0.0,64.6,low,75.97164071568422,75.09782005483316,87.55528767005907,104.27974702539929,74.42314043685117,108.31925387612901,100.0,94.31772192881273,97.90578887627697,037,123104,06
3276,"Census Tract 1246, Los Angeles County, California",8.0,47.7,12.5,0.0,0.0,29.6,1.9,11.1,83.1,0.0,79.3,20.5,10.0,5.6,50.4,19.6,6.9,7.9,10.5,0.0,5.7,3.5,12.0,9.4,23.2,0.0,1.6,14.4,80.7,80.7,8.3,2.8,48.5,0.0,95.2,3.8,2.8,19.5,0.6,4.8,2.8,39.1,2.52,7.9,14.6,0.0,0.0,0.0,87.1,2.1,21.3,0.0,6.5,82.0,high,119.30199646231594,138.59542983786014,104.23024283104385,120.46576048868071,107.89076439533018,72.36404198777761,100.0,74.17870657034739,77.82255013242528,037,124600,06
3277,"Census Tract 1271.02, Los Angeles County, California",18.4,30.9,8.9,60.0,15.9,0.0,13.3,7.3,90.8,0.0,51.7,77.3,0.7,12.5,26.0,24.6,18.3,4.6,18.5,0.0,5.9,11.9,17.6,5.8,15.3,5.4,10.3,8.4,35.9,35.9,18.3,11.2,47.5,22.2,97.2,0.0,1.4,46.2,0.0,6.7,9.1,35.1,2.78,4.2,30.8,1.4,0.0,11.8,38.2,7.9,7.4,0.5,2.2,36.1,high,62.937766212312255,55.00011949460733,58.53144723003436,83.87297885518561,81.52036030353253,135.20210154298405,100.0,114.79238754325252,113.24715180560811,037,127102,06
3278,"Census Tract 1283.02, Los Angeles County, California",11.8,40.5,7.8,18.0,0.0,22.2,17.7,5.9,88.0,2.1,54.1,69.5,2.8,8.2,14.4,32.3,4.9,4.4,18.1,0.0,4.6,13.9,10.4,0.3,17.1,2.6,17.4,0.0,38.4,38.4,22.8,24.4,20.3,41.8,95.5,0.0,2.9,24.1,0.9,4.2,9.0,17.0,3.64,5.0,22.2,0.0,0.0,4.4,18.7,4.9,9.2,0.7,0.1,76.0,low,62.03757719574355,55.91257727531037,61.18359991866853,74.54085147563816,77.28807322707118,115.36227346913277,100.0,106.73678139986637,118.54689536301342,037,128302,06
3279,"Census Tract 1287.02, Los Angeles County, California",8.1,48.5,11.9,0.0,0.0,33.3,2.2,11.3,80.3,0.0,76.2,21.8,14.0,7.5,58.8,15.2,12.0,8.8,16.8,0.0,5.3,9.1,10.2,17.0,20.7,0.5,2.5,30.2,77.7,77.7,7.7,3.6,7.1,8.1,96.2,0.0,3.7,47.0,0.0,3.1,1.5,39.0,2.27,2.3,18.9,0.0,0.0,0.0,63.6,4.9,18.6,5.0,1.4,79.1,high,109.67752047978053,150.1447460501849,108.25877500215724,128.32643209883892,115.24843269748608,143.86859683878188,100.0,70.1509034986543,73.35960818934713,037,128702,06
3280,"Census Tract 2657, Los Angeles County, California",4.2,57.2,9.6,74.0,0.0,0.0,1.3,3.7,87.5,0.4,64.5,40.7,6.6,6.3,68.7,13.9,6.9,5.0,19.6,1.0,9.6,2.2,8.1,25.2,29.6,0.0,0.8,37.2,79.7,79.7,6.1,8.4,0.0,0.0,89.1,0.0,3.7,49.7,0.0,2.4,5.6,44.4,2.16,1.2,26.9,1.6,1.2,0.0,22.8,3.3,31.4,1.0,3.7,81.4,low,143.83888510555383,157.79884906719772,152.0417702348636,154.92880350858616,130.15910562840375,116.17401132052983,100.0,67.46570145085893,81.1697565897339,037,265700,06
3281,"Census Tract 2673, Los Angeles County, California",6.7,61.9,21.7,0.0,,,3.8,4.0,81.5,0.9,64.7,42.2,9.0,6.3,59.7,10.6,12.2,9.9,19.8,0.0,5.8,9.4,12.1,10.4,17.0,0.4,4.2,9.8,70.9,70.9,7.7,13.9,0.0,,100.0,0.0,0.0,35.2,0.0,13.3,22.6,14.4,2.23,10.4,20.5,0.0,0.0,0.0,68.7,3.9,11.8,0.0,3.4,61.5,high,136.03365339303,114.27170469569299,135.83559751036864,128.94599242279227,102.3562351414961,114.31178919085426,100.0,71.493504522552,76.70681464665574,037,267300,06
3282,"Census Tract 2675.02, Los Angeles County, California",11.9,57.0,13.0,10.0,,,4.1,3.3,78.4,1.4,63.6,44.5,7.2,6.2,52.1,14.9,16.4,8.3,18.3,0.0,3.2,6.8,15.9,7.8,16.1,4.8,7.1,15.6,68.1,68.1,11.2,9.4,21.3,0.0,93.1,0.0,3.1,20.8,1.6,9.0,6.5,24.7,2.47,10.9,16.1,0.0,0.0,0.0,39.3,5.7,12.1,0.4,3.9,73.8,low,150.55526543276702,134.19854662765968,155.8605276170455,120.58192804942196,110.16968820573246,85.97258832002217,100.0,73.50740605839854,86.74843401858159,037,267502,06
3283,"Census Tract 2677, Los Angeles County, California",3.7,63.8,18.0,0.0,0.0,0.0,3.6,3.0,81.3,1.4,68.6,43.3,9.6,2.7,64.2,16.4,8.6,11.8,26.2,0.0,3.0,6.6,20.3,14.6,13.8,0.4,1.8,23.4,80.6,80.6,9.5,3.2,0.0,,90.0,4.1,1.9,23.6,1.0,12.3,9.2,32.5,1.72,8.4,23.3,0.0,0.0,0.0,69.3,3.4,16.5,0.8,4.6,59.5,high,135.79917302045072,144.38462910387435,166.33856426826762,133.51524981194828,128.7917513421624,78.04620694755691,100.0,66.79440093891009,76.70681464665574,037,267700,06
3284,"Census Tract 2702, Los Angeles County, California",18.8,47.0,8.7,0.0,0.0,0.0,3.1,7.3,90.0,1.1,53.0,66.7,2.2,4.2,35.1,28.7,10.9,5.3,17.3,0.4,5.2,8.7,9.2,6.5,21.7,2.3,7.6,8.7,54.9,54.9,18.4,10.1,0.0,7.9,91.2,5.9,5.2,2.2,0.0,8.5,9.9,36.8,3.06,2.5,26.7,0.0,0.0,0.0,72.4,3.4,16.9,0.9,1.4,71.8,high,82.82277987771307,80.43079043049588,86.66053397849404,96.99991321894734,80.99946343258343,74.48888518702282,100.0,81.22736194581024,91.76924370454451,037,270200,06
3285,"Census Tract 2712, Los Angeles County, California",5.5,63.7,18.0,51.0,0.0,0.0,6.9,5.4,83.1,0.0,63.7,55.4,5.0,1.8,48.5,18.8,9.2,9.6,20.0,0.0,11.2,7.7,8.5,6.0,13.1,0.7,5.4,4.7,70.5,70.5,6.5,10.3,0.0,100.0,95.9,9.6,2.5,39.1,2.1,17.6,9.5,20.8,2.39,4.9,18.7,0.0,0.0,0.0,68.4,4.2,8.3,1.9,2.6,64.4,low,100.29291522321702,97.84019406311259,126.44496486707723,117.91007415237311,113.03462099595245,65.27327310939755,100.0,77.87085938606603,97.3479211333922,037,271200,06
3286,"Census Tract 2721, Los Angeles County, California",8.8,45.3,14.5,15.0,0.0,0.0,3.2,7.5,83.3,0.2,69.3,42.3,6.9,5.4,63.2,12.9,7.5,7.7,20.7,0.9,4.2,4.1,16.3,17.3,21.5,4.3,6.2,19.9,72.8,72.8,8.0,9.3,0.0,53.6,98.2,0.0,1.0,6.5,0.0,3.0,5.9,54.9,2.45,4.1,23.1,0.0,0.0,0.0,29.3,4.2,17.7,0.6,3.8,83.9,high,134.88011776700785,145.30253981952183,143.7813527809175,131.34678867811152,104.17937418981793,111.68557849515793,100.0,84.91951476152889,87.30630176146636,037,272100,06
3287,"Census Tract 2723.01, Los Angeles County, California",9.8,53.2,14.7,0.0,,,2.9,4.3,83.4,1.1,72.4,39.8,7.4,10.9,58.4,18.7,3.9,4.2,26.8,0.0,5.3,9.4,17.0,10.2,21.7,0.6,1.6,17.9,71.0,71.0,8.5,7.7,0.0,100.0,97.5,0.0,0.0,8.6,0.0,4.2,3.1,38.7,2.51,5.6,30.0,0.0,1.8,0.0,65.0,4.5,19.4,0.3,3.7,71.5,low,118.02178753156704,130.44329209592175,109.51314261760487,108.61666929307276,112.96950888708382,73.93976840519541,100.0,75.52130759424507,82.84335981838821,037,272301,06
3288,"Census Tract 2723.02, Los Angeles County, California",7.8,53.1,12.2,0.0,0.0,12.1,12.2,3.0,89.9,0.9,58.0,60.1,4.8,4.7,36.9,37.0,11.9,1.5,18.4,0.1,5.5,8.5,14.0,4.9,15.4,3.9,3.9,6.5,55.0,55.0,16.8,11.0,0.0,67.6,89.6,8.3,3.6,26.2,0.0,18.2,5.9,13.3,2.31,4.2,26.3,0.0,0.0,0.0,16.9,4.0,13.2,0.2,0.2,49.7,low,86.37502276345424,82.97912869453103,107.16494931701435,135.87732354702044,91.67784928703978,105.5975446096801,100.0,80.89171168983583,94.27964854752597,037,272302,06
3289,"Census Tract 2754, Los Angeles County, California",7.8,46.4,8.3,17.0,0.0,91.1,3.6,5.7,82.0,0.5,73.5,26.2,11.0,6.0,69.0,6.3,9.6,4.1,22.4,0.0,1.6,3.2,8.2,29.7,15.6,2.5,3.4,35.4,85.8,85.8,3.3,0.0,0.0,0.0,94.6,0.0,0.0,57.7,4.8,14.4,10.7,45.3,2.01,6.1,15.3,1.1,1.2,0.0,61.8,4.8,15.4,2.1,2.4,75.2,high,252.67281527938823,228.27076264416397,209.08124779259936,127.1260339711793,182.89991381199908,94.11384147668075,100.0,64.78049940306356,67.78093076049944,037,275400,06
3290,"Census Tract 2766.01, Los Angeles County, California",8.0,40.0,14.1,0.0,0.0,100.0,1.2,6.8,84.4,0.4,80.3,27.2,7.2,4.6,63.8,16.3,6.1,9.0,28.8,0.9,6.0,5.4,8.9,30.2,28.6,1.8,2.3,43.4,83.8,83.8,3.1,6.5,19.6,0.0,90.6,2.0,3.0,4.7,0.0,2.3,1.3,60.7,2.69,4.0,26.1,2.1,0.0,0.0,21.3,6.2,22.4,1.8,4.6,74.0,high,136.09025210365257,150.5482632360735,118.16314182242382,144.51244556212035,131.33112358803922,98.57839965936449,100.0,84.24821424958006,81.72762433261867,037,276601,06
3291,"Census Tract 2911.10, Los Angeles County, California",32.7,29.5,6.9,58.0,8.4,37.3,12.9,12.0,95.2,0.0,78.6,41.9,0.0,5.6,16.7,30.2,12.8,2.8,8.6,0.5,3.0,20.0,2.7,2.7,30.6,11.8,23.1,3.9,40.2,40.2,12.8,22.3,25.0,38.5,95.7,0.0,2.0,14.5,0.0,5.7,6.2,26.3,3.41,2.3,21.9,0.0,0.0,0.0,28.1,8.1,14.2,0.0,0.2,27.1,high,68.67040704537102,85.35297304034408,72.0383749663391,101.64661564859752,68.49793852980528,96.90717467119411,100.0,106.06548088791752,104.87913566233658,037,291110,06
3292,"Census Tract 2911.20, Los Angeles County, California",24.2,26.3,5.5,33.0,0.0,10.3,14.5,10.0,97.6,0.0,62.1,66.9,0.0,9.7,16.3,28.3,9.9,2.1,7.1,0.0,4.4,9.6,8.3,0.9,12.7,9.7,13.8,1.3,43.0,43.0,18.0,23.0,0.0,50.0,94.9,0.0,2.2,20.9,0.0,8.7,3.1,23.7,5.17,2.2,19.5,0.0,0.0,0.0,21.2,6.5,6.3,0.0,0.0,17.1,high,63.746319221206306,48.88192648694521,57.86787391810814,94.75400704461643,68.56305063867391,55.55629353532119,100.0,122.84799368663866,120.7783663345525,037,291120,06
3293,"Census Tract 2946.10, Los Angeles County, California",14.8,26.7,7.2,65.0,0.0,0.0,20.4,6.4,89.3,1.2,61.0,80.1,0.6,2.7,11.2,22.2,18.0,3.4,16.9,0.0,4.7,13.4,9.1,1.4,21.5,4.9,17.9,0.9,39.4,39.4,19.4,22.9,0.0,48.5,95.3,3.9,0.0,10.0,0.0,4.2,12.4,32.2,3.72,1.1,36.2,0.0,3.8,6.2,11.5,8.7,10.6,0.0,0.2,47.8,high,59.5661001652241,57.34851681067967,56.016290321926896,78.0258782978758,74.22780411024526,102.37446784678008,100.0,123.85494445456192,120.22049859166772,037,294610,06
3294,"Census Tract 2946.20, Los Angeles County, California",6.6,17.9,3.5,72.0,0.0,5.1,14.8,7.6,96.2,0.0,64.4,78.7,0.2,8.2,15.5,15.1,15.0,2.6,9.2,0.5,1.4,9.8,9.4,0.0,32.3,3.0,22.3,0.0,40.5,40.5,11.6,12.7,0.0,0.0,99.3,0.0,0.0,1.1,0.0,2.6,10.0,43.7,4.75,0.6,33.6,0.0,0.0,5.3,6.4,9.0,12.2,0.0,0.0,64.5,low,64.94297767436949,53.13158045364577,58.420138158356416,62.924095401512744,71.36287132002528,113.52392598214536,100.0,142.987009045104,133.33039054945982,037,294620,06
3295,"Census Tract 2948.30, Los Angeles County, California",23.2,21.2,5.3,42.0,0.0,5.3,27.6,4.1,92.7,1.4,54.5,84.5,1.6,6.3,7.7,28.5,18.3,0.4,12.1,0.0,5.7,13.3,6.1,0.3,14.3,11.0,24.0,0.4,22.7,22.7,24.8,25.2,52.9,56.6,99.1,0.0,0.0,13.2,0.0,9.4,15.6,16.8,3.91,3.8,33.7,0.0,0.0,0.0,2.3,7.7,7.0,0.0,1.7,58.0,high,56.93021735622952,51.462982360647004,64.35804902056074,64.3181061304078,65.76322995732257,92.92010934227334,100.0,127.88274752625499,120.22049859166772,037,294830,06
3296,"Census Tract 2965, Los Angeles County, California",27.3,34.5,4.6,60.0,0.0,9.8,21.1,6.2,93.4,0.0,68.6,58.0,6.2,12.8,23.1,23.5,4.8,1.1,7.0,0.0,4.4,10.2,11.5,0.0,30.6,7.1,15.5,0.0,45.2,45.2,12.2,22.0,62.5,41.8,95.9,5.1,0.8,2.7,0.0,9.4,3.2,34.2,2.65,0.0,21.8,1.1,2.0,0.0,34.2,5.5,14.4,0.0,0.0,59.1,high,66.57894992903177,75.35592564220335,87.17212759639845,83.75681129444436,82.36681771882479,92.32324327506961,100.0,99.6881260244035,105.99487114810611,037,296500,06
3297,"Census Tract 1224.20, Los Angeles County, California",16.2,29.9,6.1,12.0,0.0,6.1,15.7,5.7,96.6,0.0,44.8,84.8,1.6,6.7,20.4,22.6,11.1,0.8,12.7,0.0,8.6,13.0,14.4,3.1,13.0,6.1,15.1,3.6,42.1,42.1,11.1,10.1,0.0,43.9,100.0,0.0,0.0,40.7,1.3,10.9,5.3,33.4,3.16,2.2,23.0,0.0,0.0,0.0,24.9,2.9,9.6,0.0,0.0,57.9,high,69.49782629113925,64.2173971956931,50.838277929831634,89.83624697323665,80.80412710597751,104.59480961677787,100.0,106.06548088791752,106.2738050195485,037,122420,06
3298,"Census Tract 1232.04, Los Angeles County, California",13.5,40.4,9.9,38.0,0.0,26.4,11.6,8.6,92.2,0.8,51.1,77.0,2.7,9.2,21.0,31.1,9.3,5.7,13.4,0.0,9.3,10.0,8.9,2.4,10.6,2.6,16.7,0.0,28.8,28.8,15.5,20.0,50.0,39.8,92.9,0.0,7.4,18.2,0.0,18.5,9.3,19.5,3.55,1.4,31.9,0.0,0.0,0.0,34.8,4.3,7.8,0.8,0.8,51.3,low,66.6867569968843,61.82719404504672,62.07621305116283,102.34362101304504,77.54852166254571,71.7194266351976,100.0,99.35247576842907,105.99487114810611,037,123204,06
3299,"Census Tract 1272.20, Los Angeles County, California",20.1,39.2,10.3,6.0,18.9,14.2,12.6,8.3,89.4,0.0,47.0,79.0,0.6,11.0,19.0,28.6,9.9,4.0,12.7,0.0,6.3,13.1,11.6,4.6,22.7,6.7,12.4,4.1,44.4,44.4,18.7,15.8,33.3,43.3,96.9,0.0,1.7,52.2,0.5,6.4,17.3,26.5,3.61,7.9,28.5,0.0,0.0,0.0,33.6,3.5,13.2,0.0,1.4,43.9,high,65.66798020567781,56.89410556530964,73.35909991297936,91.15281266163754,81.45524819466388,119.49258665418243,100.0,98.68117525648023,102.92659856223989,037,127220,06
3300,"Census Tract 5762, Los Angeles County, California",12.4,66.0,7.6,0.0,0.0,0.0,5.1,7.5,78.3,1.9,71.7,51.4,3.7,5.3,49.5,21.4,6.1,4.8,14.9,0.9,13.0,13.2,14.1,2.3,15.8,5.4,18.4,3.2,39.4,39.4,13.3,23.8,55.7,45.7,94.0,0.0,3.4,51.7,0.9,19.1,29.0,16.7,1.32,7.4,14.3,0.0,2.7,7.0,26.6,7.2,11.6,1.8,0.8,59.2,low,80.89303336315263,60.71297767139939,122.87665289617074,101.02705532464415,71.10242288455073,135.0827283295433,100.0,62.76659786721702,87.58523563290875,037,576200,06
3301,"Census Tract 5771, Los Angeles County, California",8.7,57.3,13.1,0.0,0.0,0.0,2.7,5.9,85.1,0.4,87.6,20.0,10.7,2.7,55.9,13.1,7.5,8.2,12.2,0.0,3.8,5.7,12.0,8.6,14.5,1.8,3.3,14.4,82.6,82.6,4.3,2.7,4.5,10.3,95.9,0.0,5.4,14.3,0.0,8.3,4.5,32.9,2.08,2.9,22.1,0.0,0.0,0.0,58.0,6.8,12.2,3.0,1.6,79.8,low,132.08791470962706,128.6892646887934,109.82780480100216,104.70569474811722,89.13847704116296,167.19412274510282,100.0,69.81525324267989,80.61188884684913,037,577100,06
3302,"Census Tract 5772, Los Angeles County, California",6.5,67.1,15.6,0.0,,,4.2,7.6,84.3,0.0,84.2,20.0,10.1,7.0,60.5,17.0,12.3,7.2,9.9,0.0,1.4,4.5,13.0,11.4,16.3,0.4,2.8,24.5,81.5,81.5,3.3,1.6,0.0,0.0,93.9,0.0,0.0,15.1,0.0,5.2,10.2,27.3,1.9,7.1,16.6,0.0,0.0,0.9,40.8,1.1,13.3,0.3,1.8,81.0,low,158.60845340135165,148.52704201666756,139.7314150190968,92.7791585120151,108.67210970175383,133.5070019121255,100.0,60.08139581942164,71.40707108925044,037,577200,06
3303,"Census Tract 5431, Los Angeles County, California",32.7,14.4,4.2,13.0,0.0,26.1,15.0,10.6,92.8,0.0,77.9,44.0,0.0,5.3,23.1,20.2,11.2,5.1,9.1,0.0,12.0,9.3,17.7,6.9,31.9,9.9,14.5,5.8,50.0,50.0,9.9,14.1,0.0,44.1,96.9,2.6,0.0,0.6,0.0,0.0,0.6,68.2,3.59,1.7,22.0,3.0,1.8,4.8,5.9,7.0,13.2,0.0,0.0,26.5,low,69.51130217462082,64.31191473473005,88.94879162510415,62.61431523953607,92.13363404912023,170.96631628983025,100.0,132.2462008539225,118.26796149157104,037,543100,06
3304,"Census Tract 5432.02, Los Angeles County, California",18.4,13.5,3.1,79.0,0.0,14.0,16.3,1.5,87.2,0.2,65.8,77.4,0.0,13.5,8.4,16.4,8.3,2.0,7.6,0.0,5.4,19.3,13.3,0.0,21.5,8.5,15.6,0.0,37.5,37.5,12.5,21.7,30.0,57.1,96.4,0.0,5.4,1.5,0.0,0.9,4.0,48.1,4.24,5.1,26.2,5.5,0.0,0.0,4.1,9.8,10.1,0.0,0.0,47.8,low,60.274931636354545,67.0438351418947,59.00665134373636,58.083780370627146,80.47856656163435,129.92580550890327,100.0,151.37826544446455,136.67759700676842,037,543202,06
3305,"Census Tract 5436.04, Los Angeles County, California",12.0,15.2,2.1,0.0,0.0,16.6,7.0,10.0,95.1,0.5,54.7,62.2,0.5,6.2,35.6,16.3,14.2,3.5,6.1,0.4,2.1,2.8,21.9,7.4,40.8,0.6,3.8,8.8,76.5,76.5,4.9,0.0,0.0,0.0,96.6,0.0,15.7,0.0,0.0,1.6,0.0,85.7,3.88,1.6,35.4,0.0,0.0,2.2,34.5,5.8,22.6,0.0,1.3,35.2,low,98.08826068563259,93.58690480644908,90.70619062217328,81.89813032258428,100.07731133109384,128.8036973025603,100.0,131.2392500859992,121.05730020599488,037,543604,06
3306,"Census Tract 3101, Los Angeles County, California",9.4,16.2,2.6,0.0,0.0,21.0,1.7,11.0,92.3,0.4,68.5,41.8,7.0,6.3,52.1,11.7,8.0,13.3,10.8,0.8,3.3,2.0,8.7,31.4,30.6,1.2,0.7,35.8,84.3,84.3,3.8,4.0,0.0,0.0,94.1,3.0,0.0,2.7,0.0,0.0,1.0,88.5,2.97,1.4,31.7,0.0,1.2,0.7,56.4,5.2,17.2,1.1,2.8,79.1,low,176.41279065719849,171.64748618109488,145.947598560496,134.75437045985498,149.88807461560054,137.66118973986332,100.0,99.35247576842907,90.3745743473326,037,310100,06
3307,"Census Tract 3104, Los Angeles County, California",6.8,27.6,2.4,6.0,0.0,0.0,2.4,6.5,86.2,2.8,67.0,46.1,7.0,5.5,50.0,8.0,17.7,5.8,9.0,0.0,2.2,6.4,5.3,14.7,25.9,3.0,5.1,18.5,71.3,71.3,4.9,2.7,0.0,0.0,91.6,0.0,2.0,0.7,0.0,2.8,1.4,59.8,2.73,2.0,22.9,0.0,0.0,0.0,82.8,3.6,18.8,0.5,0.8,74.3,low,134.8154335262963,117.40532464376474,172.7602414804569,109.2749521372732,95.45435160142067,76.2078594605695,100.0,87.60471680932427,87.30630176146636,037,310400,06
3308,"Census Tract 3203, Los Angeles County, California",18.2,20.9,4.0,34.0,9.8,30.8,14.8,4.4,93.2,0.0,60.3,76.9,0.3,7.0,14.1,17.8,13.0,2.7,9.8,0.0,6.8,14.1,14.0,1.8,21.0,5.0,15.9,2.3,43.9,43.9,13.5,15.5,0.0,37.8,93.1,2.9,2.0,2.0,0.0,4.3,6.4,46.7,3.65,1.8,25.0,0.0,0.0,1.0,9.9,6.0,13.7,0.0,0.8,62.1,low,66.77300265116634,55.810789156347475,75.98556589276477,66.0606195415266,83.08305091637979,158.98124566037978,100.0,116.47063882312463,110.1788792197419,037,320300,06
3309,"Census Tract 4019.01, Los Angeles County, California",0.0,67.5,21.9,0.0,0.0,100.0,1.9,15.1,59.4,2.7,82.4,38.1,5.9,10.6,47.3,16.1,4.7,2.3,4.3,0.3,0.0,11.4,19.3,7.0,18.4,3.5,14.9,10.8,91.2,91.2,2.8,0.0,0.0,,79.7,0.0,14.8,2.8,0.0,3.5,3.5,14.0,4.44,0.0,26.3,0.0,0.0,25.0,0.0,0.4,0.9,0.7,3.3,62.3,low,9.34687278281513,49.17456732896351,132.5498393367985,53.24346533974156,89.26870125890022,95.76119182216298,100.0,84.91951476152889,111.57354857695381,037,401901,06
3310,"Census Tract 4028.01, Los Angeles County, California",13.9,15.6,7.6,42.0,0.0,0.0,23.8,1.7,85.7,0.0,59.3,89.6,0.1,3.4,7.9,26.8,8.7,1.9,11.3,0.0,6.3,19.9,12.6,0.0,17.2,6.5,29.6,0.0,24.6,24.6,15.5,24.8,0.0,48.7,95.6,0.0,0.0,4.1,0.0,4.8,1.1,36.2,5.16,5.5,21.1,11.1,0.0,3.7,4.4,9.2,4.8,0.0,0.9,49.9,low,55.24034156764097,41.21873524502497,45.88074312202152,67.53207531091583,70.64663812247028,117.48711666837796,100.0,147.68611262874595,129.14638247782403,037,402801,06
3311,"Census Tract 1905.20, Los Angeles County, California",14.6,49.1,9.4,0.0,0.0,0.0,7.1,7.1,85.4,0.7,41.1,78.2,2.2,9.4,31.8,34.9,11.5,3.9,8.9,0.0,11.6,21.7,9.8,0.6,19.5,3.7,14.5,1.1,44.6,44.6,11.6,23.0,0.0,22.2,95.0,0.0,0.0,46.0,0.0,43.4,22.3,7.0,2.93,2.2,21.6,0.0,0.0,20.4,34.5,5.8,18.9,0.0,0.0,45.5,low,60.12939209475362,72.31682323316856,74.4336605664857,84.22148153740937,75.53004628761799,92.46649113119851,100.0,79.54911066593814,90.65350821877497,037,190520,06
3312,"Census Tract 1909.01, Los Angeles County, California",17.8,39.5,10.5,44.0,0.0,0.0,10.6,4.8,91.5,0.3,35.8,85.0,1.8,4.7,19.1,33.3,9.4,4.6,11.3,0.0,6.3,20.8,2.6,2.7,18.5,5.3,11.7,4.5,30.6,30.6,18.1,26.2,44.2,65.0,93.7,17.9,1.3,27.8,0.0,20.6,24.5,5.9,2.61,2.8,26.0,0.0,0.0,0.0,82.8,7.6,13.2,0.8,2.9,35.2,high,67.40097882140738,49.54354926020398,57.49969775794263,112.29530871654583,68.49793852980528,105.74079246580898,100.0,93.64642141686389,97.06898726194981,037,190901,06
3313,"Census Tract 1912.03, Los Angeles County, California",26.4,46.4,5.2,61.0,0.0,0.0,15.2,7.0,91.2,0.0,38.9,77.1,1.5,18.9,25.8,39.4,11.0,8.7,6.6,0.0,9.8,25.6,12.1,0.0,20.2,8.4,9.6,0.0,33.6,33.6,20.5,28.8,53.2,55.6,91.3,0.0,2.0,41.5,0.0,19.6,37.7,4.6,1.74,6.3,31.6,0.0,0.0,0.0,50.9,4.4,19.7,2.4,0.0,38.6,low,57.6255729438784,67.66728737054238,68.44865740472531,,66.08879050166574,58.874868868973806,100.0,71.493504522552,80.89082271829152,037,191203,06
3314,"Census Tract 1916.10, Los Angeles County, California",25.8,37.8,11.3,21.0,0.0,7.5,14.3,8.0,90.0,1.9,45.7,80.6,1.0,9.2,30.8,37.5,9.8,7.3,9.5,0.0,10.2,13.9,10.4,2.9,11.8,3.5,12.2,4.6,40.5,40.5,21.2,22.2,36.4,43.4,91.6,0.0,2.4,12.9,0.0,23.1,21.3,12.0,3.49,7.9,25.8,0.0,0.0,0.0,38.4,6.0,11.5,1.0,0.1,31.1,high,68.29308230788713,53.64233869344168,67.14505693065088,154.92880350858616,78.65542751331253,100.46449643172821,100.0,97.00292397660813,98.18472274771935,037,191610,06
